"","volume","p.metal"
"392",5.01771160083742,5.92
"393",5.01815467239316,5.93
"394",5.01860737121421,5.94
"395",5.01906993732694,5.95
"396",5.0195426159895,5.96
"397",5.02002565782189,5.97
"398",5.0205193189388,5.98
"399",5.02102386108544,5.99
"400",5.0215395517763,6
"401",5.022066664437,6.01
"402",5.02260547854926,6.02
"403",5.02315627979908,6.03
"404",5.0237193602282,6.04
"405",5.02429501838899,6.05
"406",5.02488355950268,6.06
"407",5.02548529562127,6.07
"408",5.0261005457929,6.08
"409",5.02672963623107,6.09
"410",5.02737290048759,6.1
"411",5.02803067962942,6.11
"412",5.02870332241953,6.12
"413",5.02939118550177,6.13
"414",5.03009463359005,6.14
"415",5.03081403966163,6.15
"416",5.03154978515492,6.16
"417",5.03230226017173,6.17
"418",5.03307186368408,6.18
"419",5.03385900374576,6.19
"420",5.03466409770868,6.2
"421",5.03548757244416,6.21
"422",5.03632986456923,6.22
"423",5.03719142067818,6.23
"424",5.03807269757933,6.24
"425",5.03897416253722,6.25
"426",5.03989629352036,6.26
"427",5.04083957945468,6.27
"428",5.04180452048277,6.28
"429",5.04279162822899,6.29
"430",5.04380142607085,6.3
"431",5.04483444941643,6.31
"432",5.04589124598826,6.32
"433",5.04697237611379,6.33
"434",5.04807841302244,6.34
"435",5.04920994314951,6.35
"436",5.0503675664472,6.36
"437",5.0515518967026,6.37
"438",5.05276356186322,6.38
"439",5.05400320436991,6.39
"440",5.05527148149744,6.4
"441",5.05656906570309,6.41
"442",5.05789664498311,6.42
"443",5.05925492323755,6.43
"444",5.06064462064345,6.44
"445",5.06206647403673,6.45
"446",5.06352123730282,6.46
"447",5.06500968177641,6.47
"448",5.06653259665041,6.48
"449",5.06809078939442,6.49
"450",5.06968508618279,6.5
"451",5.07131633233275,6.51
"452",5.07298539275257,6.52
"453",5.07469315240012,6.53
"454",5.07644051675215,6.54
"455",5.07822841228433,6.55
"456",5.0800577869625,6.56
"457",5.0819296107453,6.57
"458",5.08384487609844,6.58
"459",5.08580459852095,6.59
"460",5.08780981708356,6.6
"461",5.08986159497967,6.61
"462",5.09196102008905,6.62
"463",5.09410920555466,6.63
"464",5.09630729037285,6.64
"465",5.09855643999726,6.65
"466",5.10085784695678,6.66
"467",5.10321273148781,6.67
"468",5.10562234218128,6.68
"469",5.10808795664467,6.69
"470",5.11061088217938,6.7
"471",5.1131924564739,6.71
"472",5.11583404831309,6.72
"473",5.11853705830389,6.73
"474",5.12130291961795,6.74
"475",5.12413309875155,6.75
"476",5.12702909630311,6.76
"477",5.12999244776885,6.77
"478",5.13302472435693,6.78
"479",5.13612753382053,6.79
"480",5.13930252131028,6.8
"481",5.14255137024656,6.81
"482",5.14587580321208,6.82
"483",5.14927758286518,6.83
"484",5.15275851287447,6.84
"485",5.15632043887508,6.85
"486",5.15996524944734,6.86
"487",5.16369487711804,6.87
"488",5.16751129938514,6.88
"489",5.17141653976623,6.89
"490",5.17541266887144,6.9
"491",5.17950180550131,6.91
"492",5.18368611777021,6.92
"493",5.18796782425588,6.93
"494",5.19234919517577,6.94
"495",5.19683255359073,6.95
"496",5.20142027663673,6.96
"497",5.20611479678525,6.97
"498",5.210918603133,6.98
"499",5.2158342427217,6.99
"500",5.22086432188851,7
"501",5.22601150764799,7.01
"502",5.23127852910616,7.02
"503",5.2366681789075,7.03
"504",5.24218331471567,7.04
"505",5.24782686072868,7.05
"506",5.25360180922933,7.06
"507",5.25951122217174,7.07
"508",5.26555823280488,7.08
